YEAR,DATE,VENUE,CITY/STATE,IMAGE URL,NET LINK
1994,May 25, 1994,Warfield Theatre San,"Francisco, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-25-1994-warfield-theatre-san-francisco-ca-usa.html
1994,May 26, 1994,Warfield Theatre San Francisco,"Francisco, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-26-1994-warfield-theatre-san-francisco-ca-usa.html
1994,May 26, 1994,Warfield Theatre San,"Francisco, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-26-1994-warfield-theatre-san-francisco-ca-usa.html
1994,May 27, 1994,Warfield Theatre San Francisco,"Francisco, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-27-1994-warfield-theatre-san-francisco-ca-usa.html
1994,May 27, 1994,Warfield Theatre San,"Francisco, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-27-1994-warfield-theatre-san-francisco-ca-usa.html
1994,May 28, 1994,Laguna Seca Raceway Monterey,"Monterey, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-28-1994-laguna-seca-raceway-monterey-ca-usa.html
1994,May 28, 1994,Laguna Seca Raceway,"Monterey, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-28-1994-laguna-seca-raceway-monterey-ca-usa.html
1994,May 29, 1994,Laguna Seca Raceway Monterey,"Monterey, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-29-1994-laguna-seca-raceway-monterey-ca-usa.html
1994,May 29, 1994,Laguna Seca Raceway,"Monterey, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-may-29-1994-laguna-seca-raceway-monterey-ca-usa.html
1994,June 9, 1994,Triad Amphitheater Salt Lake City,"City, UT",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-09-1994-triad-amphitheater-salt-lake-city-ut-usa.html
1994,June 9, 1994,Triad Amphitheater Salt Lake,"City, UT",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-09-1994-triad-amphitheater-salt-lake-city-ut-usa.html
1994,June 10, 1994,Red Rocks Amphitheatre Morrison,"Morrison, CO",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-10-1994-red-rocks-amphitheatre-morrison-co-usa.html
1994,June 10, 1994,Red Rocks Amphitheatre,"Morrison, CO",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-10-1994-red-rocks-amphitheatre-morrison-co-usa.html
1994,June 11, 1994,Red Rocks Amphitheatre Morrison,"Morrison, CO",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-11-1994-red-rocks-amphitheatre-morrison-co-usa.html
1994,June 11, 1994,Red Rocks Amphitheatre,"Morrison, CO",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-11-1994-red-rocks-amphitheatre-morrison-co-usa.html
1994,June 13, 1994,Memorial Hall Kansas City,"City, KS",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-13-1994-memorial-hall-kansas-city-ks-usa.html
1994,June 13, 1994,Memorial Hall Kansas,"City, KS",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-13-1994-memorial-hall-kansas-city-ks-usa.html
1994,June 14, 1994,Civic Center Des Moines,"Moines, IA",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-14-1994-civic-center-des-moines-ia-usa.html
1994,June 14, 1994,Civic Center Des,"Moines, IA",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-14-1994-civic-center-des-moines-ia-usa.html
1994,June 16, 1994,State Theatre Minneapolis,"Minneapolis, MN",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-16-1994-state-theatre-minneapolis-mn-usa.html
1994,June 16, 1994,State Theatre,"Minneapolis, MN",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-16-1994-state-theatre-minneapolis-mn-usa.html
1994,June 17, 1994,Eagles Ballroom Milwaukee,"Milwaukee, WI",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-17-1994-eagles-ballroom-milwaukee-wi-usa.html
1994,June 17, 1994,Eagles Ballroom,"Milwaukee, WI",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-17-1994-eagles-ballroom-milwaukee-wi-usa.html
1994,June 18, 1994,Uic Pavilion University Of Illinois Chicago,"Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-18-1994-uic-pavilion-university-of-illinois-chicago-il-usa.html
1994,June 18, 1994,"UIC Pavilion, University Of Illinois","Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-18-1994-uic-pavilion-university-of-illinois-chicago-il-usa.html
1994,June 18, 1994,The Loop 979 Studios Chicago,"Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-18-1994-the-loop-979-studios-chicago-il-usa.html
1994,June 18, 1994,The Loop 97.9 Studios,"Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-18-1994-the-loop-979-studios-chicago-il-usa.html
1994,June 19, 1994,State Theater Kalamazoo,"Kalamazoo, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-19-1994-state-theater-kalamazoo-mi-usa.html
1994,June 19, 1994,State Theater,"Kalamazoo, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-19-1994-state-theater-kalamazoo-mi-usa.html
1994,June 21, 1994,Cincinnati Music Hall Cincinnati,"Cincinnati, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-21-1994-cincinnati-music-hall-cincinnati-oh-usa.html
1994,June 21, 1994,21 1994 Cincinnati Music Hall,"Cincinnati, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-21-1994-cincinnati-music-hall-cincinnati-oh-usa.html
1994,June 22, 1994,Veterans Memorial Auditorium Columbus,"Columbus, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-22-1994-veterans-memorial-auditorium-columbus-oh-usa.html
1994,June 22, 1994,Veterans Memorial Auditorium,"Columbus, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-22-1994-veterans-memorial-auditorium-columbus-oh-usa.html
1994,June 23, 1994,Phoenix Plaza Theatre Pontiac,"Pontiac, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-23-1994-phoenix-plaza-theatre-pontiac-mi-usa.html
1994,June 23, 1994,Phoenix Plaza Theatre,"Pontiac, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-23-1994-phoenix-plaza-theatre-pontiac-mi-usa.html
1994,June 24, 1994,Murat Theatre Indianapolis,"Indianapolis, IN",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-24-1994-murat-theatre-indianapolis-in-usa.html
1994,June 24, 1994,Murat Theatre,"Indianapolis, IN",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-24-1994-murat-theatre-indianapolis-in-usa.html
1994,June 25, 1994,Nautica Stage Cleveland,"Cleveland, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-25-1994-nautica-stage-cleveland-oh-usa.html
1994,June 25, 1994,Nautica Stage,"Cleveland, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-25-1994-nautica-stage-cleveland-oh-usa.html
1994,June 26, 1994,Municipal Auditorium Charleston,"Charleston, WV",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-26-1994-municipal-auditorium-charleston-wv-usa.html
1994,June 26, 1994,Municipal Auditorium,"Charleston, WV",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-26-1994-municipal-auditorium-charleston-wv-usa.html
1994,June 29, 1994,Walnut Creek Amphitheater Raleigh,"Raleigh, NC",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-29-1994-walnut-creek-amphitheater-raleigh-nc-usa.html
1994,June 29, 1994,Walnut Creek Amphitheater,"Raleigh, NC",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-29-1994-walnut-creek-amphitheater-raleigh-nc-usa.html
1994,June 30, 1994,Classic Amphitheater Richmond,"Richmond, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-30-1994-classic-amphitheater-richmond-va-usa.html
1994,June 30, 1994,Classic Amphitheater,"Richmond, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-june-30-1994-classic-amphitheater-richmond-va-usa.html
1994,July 1, 1994,The Mann Center For The Performing Arts Philadelphia,"Philadelphia, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-01-1994-the-mann-center-for-the-performing-arts-philadelphia-pa-usa.html
1994,July 1, 1994,The Mann Center For The Performing Arts,"Philadelphia, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-01-1994-the-mann-center-for-the-performing-arts-philadelphia-pa-usa.html
1994,July 2, 1994,Garden State Arts Center Holmdel,"Holmdel, NJ",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-02-1994-garden-state-arts-center-holmdel-nj-usa.html
1994,July 2, 1994,Garden State Arts Center,"Holmdel, NJ",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-02-1994-garden-state-arts-center-holmdel-nj-usa.html
1994,July 3, 1994,The Ballpark Old Orchard Beach,"Beach, ME",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-03-1994-the-ballpark-old-orchard-beach-me-usa.html
1994,July 3, 1994,The Ballpark Old Orchard,"Beach, ME",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-03-1994-the-ballpark-old-orchard-beach-me-usa.html
1994,July 5, 1994,Congress Center Ottawa,"Ottawa, ONTARIO",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-05-1994-congress-center-ottawa-ontario-canada.html
1994,July 5, 1994,05 1994 Congress Center,"Ottawa, ONTARIO",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-05-1994-congress-center-ottawa-ontario-canada.html
1994,July 6, 1994,Theatre St Denis Montral,"Montral, QUBEC",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-06-1994-theatre-st-denis-montral-qubec-canada.html
1994,July 6, 1994,06 1994 Theatre St Denis,"Montral, QUBEC",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-06-1994-theatre-st-denis-montral-qubec-canada.html
1994,July 8, 1994,Great Woods Center For The Performing Arts Mansfield,"Mansfield, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-08-1994-great-woods-center-for-the-performing-arts-mansfield-ma-usa.html
1994,July 8, 1994,Great Woods Center For The Performing Arts,"Mansfield, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-08-1994-great-woods-center-for-the-performing-arts-mansfield-ma-usa.html
1994,July 9, 1994,Great Woods Center For The Performing Arts Mansfield,"Mansfield, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-09-1994-great-woods-center-for-the-performing-arts-mansfield-ma-usa.html
1994,July 9, 1994,Great Woods Center For The Performing Arts,"Mansfield, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-09-1994-great-woods-center-for-the-performing-arts-mansfield-ma-usa.html
1994,July 10, 1994,Saratoga Performing Arts Center Saratoga Springs,"Springs, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-10-1994-saratoga-performing-arts-center-saratoga-springs-ny-usa.html
1994,July 10, 1994,Saratoga Performing Arts Center Saratoga,"Springs, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-10-1994-saratoga-performing-arts-center-saratoga-springs-ny-usa.html
1994,July 13, 1994,Big Birch Concert Pavilion Patterson,"Patterson, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-13-1994-big-birch-concert-pavilion-patterson-ny-usa.html
1994,July 13, 1994,Big Birch Concert Pavilion,"Patterson, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-13-1994-big-birch-concert-pavilion-patterson-ny-usa.html
1994,July 14, 1994,Finger Lakes Performing Arts Center Canandaigua,"Canandaigua, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-14-1994-finger-lakes-performing-arts-center-canandaigua-ny-usa.html
1994,July 14, 1994,Finger Lakes Performing Arts Center,"Canandaigua, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-14-1994-finger-lakes-performing-arts-center-canandaigua-ny-usa.html
1994,July 15, 1994,Jones Beach Amphitheater Wantagh,"Wantagh, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-15-1994-jones-beach-amphitheater-wantagh-ny-usa.html
1994,July 15, 1994,Jones Beach Amphitheater,"Wantagh, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-15-1994-jones-beach-amphitheater-wantagh-ny-usa.html
1994,July 16, 1994,Summer Stage At Sugarbush North Fayston,"Fayston, VT",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-16-1994-summer-stage-at-sugarbush-north-fayston-vt-usa.html
1994,July 16, 1994,Summerstage At Sugarbush North,"Fayston, VT",/images/default-ticket.jpg,https://phish.net/setlists/phish-july-16-1994-summer-stage-at-sugarbush-north-fayston-vt-usa.html
1994,October 7, 1994,Stabler Arena Lehigh University Bethlehem,"Bethlehem, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-07-1994-stabler-arena-lehigh-university-bethlehem-pa-usa.html
1994,October 7, 1994,"Stabler Arena, Lehigh University","Bethlehem, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-07-1994-stabler-arena-lehigh-university-bethlehem-pa-usa.html
1994,October 8, 1994,Patriot Center George Mason University Fairfax,"Fairfax, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-08-1994-patriot-center-george-mason-university-fairfax-va-usa.html
1994,October 8, 1994,"Patriot Center, George Mason University","Fairfax, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-08-1994-patriot-center-george-mason-university-fairfax-va-usa.html
1994,October 9, 1994,A J Palumbo Center Pittsburgh,"Pittsburgh, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-09-1994-a-j-palumbo-center-pittsburgh-pa-usa.html
1994,October 9, 1994,A. J. Palumbo Center,"Pittsburgh, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-09-1994-a-j-palumbo-center-pittsburgh-pa-usa.html
1994,October 10, 1994,Palace Theatre Louisville,"Louisville, KY",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-10-1994-palace-theatre-louisville-ky-usa.html
1994,October 10, 1994,Palace Theatre,"Louisville, KY",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-10-1994-palace-theatre-louisville-ky-usa.html
1994,October 12, 1994,Orpheum Theatre Memphis,"Memphis, TN",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-12-1994-orpheum-theatre-memphis-tn-usa.html
1994,October 12, 1994,Orpheum Theatre,"Memphis, TN",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-12-1994-orpheum-theatre-memphis-tn-usa.html
1994,October 13, 1994,University Of Mississippi Oxford,"Oxford, MS",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-13-1994-university-of-mississippi-oxford-ms-usa.html
1994,October 13, 1994,University Of Mississippi,"Oxford, MS",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-13-1994-university-of-mississippi-oxford-ms-usa.html
1994,October 14, 1994,Mcalister Auditorium Tulane University New Orleans,"Orleans, LA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-14-1994-mcalister-auditorium-tulane-university-new-orleans-la-usa.html
1994,October 14, 1994,"McAlister Auditorium, Tulane University New","Orleans, LA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-14-1994-mcalister-auditorium-tulane-university-new-orleans-la-usa.html
1994,October 15, 1994,Oak Mountain Amphitheatre Pelham,"Pelham, AL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-15-1994-oak-mountain-amphitheatre-pelham-al-usa.html
1994,October 15, 1994,Oak Mountain Amphitheatre,"Pelham, AL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-15-1994-oak-mountain-amphitheatre-pelham-al-usa.html
1994,October 16, 1994,Soldiers And Sailors Memorial Auditorium Chattanooga,"Chattanooga, TN",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-16-1994-soldiers-and-sailors-memorial-auditorium-chattanooga-tn-usa.html
1994,October 16, 1994,Soldiers And Sailors Memorial Auditorium,"Chattanooga, TN",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-16-1994-soldiers-and-sailors-memorial-auditorium-chattanooga-tn-usa.html
1994,October 18, 1994,Vanderbilt University Memorial Gym Nashville,"Nashville, TN",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-18-1994-vanderbilt-university-memorial-gym-nashville-tn-usa.html
1994,October 18, 1994,Vanderbilt University Memorial Gym,"Nashville, TN",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-18-1994-vanderbilt-university-memorial-gym-nashville-tn-usa.html
1994,October 20, 1994,Mahaffey Theatre St Petersburg,"Petersburg, FL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-20-1994-mahaffey-theatre-st-petersburg-fl-usa.html
1994,October 20, 1994,Mahaffey Theatre St.,"Petersburg, FL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-20-1994-mahaffey-theatre-st-petersburg-fl-usa.html
1994,October 21, 1994,Sunrise Musical Theatre Sunrise,"Sunrise, FL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-21-1994-sunrise-musical-theatre-sunrise-fl-usa.html
1994,October 21, 1994,21 1994 Sunrise Musical Theatre,"Sunrise, FL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-21-1994-sunrise-musical-theatre-sunrise-fl-usa.html
1994,October 22, 1994,The Edge Concert Field Orlando,"Orlando, FL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-22-1994-the-edge-concert-field-orlando-fl-usa.html
1994,October 22, 1994,The Edge Concert Field,"Orlando, FL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-22-1994-the-edge-concert-field-orlando-fl-usa.html
1994,October 23, 1994,Band Shell University Of Florida Gainesville,"Gainesville, FL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-23-1994-band-shell-university-of-florida-gainesville-fl-usa.html
1994,October 23, 1994,"Band Shell, University Of Florida","Gainesville, FL",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-23-1994-band-shell-university-of-florida-gainesville-fl-usa.html
1994,October 25, 1994,Atlanta Civic Center Atlanta,"Atlanta, GA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-25-1994-atlanta-civic-center-atlanta-ga-usa.html
1994,October 25, 1994,25 1994 Atlanta Civic Center,"Atlanta, GA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-25-1994-atlanta-civic-center-atlanta-ga-usa.html
1994,October 26, 1994,Varsity Gym Appalachian State University Boone,"Boone, NC",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-26-1994-varsity-gym-appalachian-state-university-boone-nc-usa.html
1994,October 26, 1994,"Varsity Gym, Appalachian State University","Boone, NC",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-26-1994-varsity-gym-appalachian-state-university-boone-nc-usa.html
1994,October 27, 1994,University Hall University Of Virginia Charlottesville,"Charlottesville, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-27-1994-university-hall-university-of-virginia-charlottesville-va-usa.html
1994,October 27, 1994,"University Hall, University Of Virginia","Charlottesville, VA",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-27-1994-university-hall-university-of-virginia-charlottesville-va-usa.html
1994,October 28, 1994,Galliard Auditorium Charleston,"Charleston, SC",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-28-1994-galliard-auditorium-charleston-sc-usa.html
1994,October 28, 1994,Gaillard Auditorium,"Charleston, SC",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-28-1994-galliard-auditorium-charleston-sc-usa.html
1994,October 29, 1994,Spartanburg Memorial Auditorium Spartanburg,"Spartanburg, SC",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-29-1994-spartanburg-memorial-auditorium-spartanburg-sc-usa.html
1994,October 29, 1994,29 1994 Spartanburg Memorial Auditorium,"Spartanburg, SC",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-29-1994-spartanburg-memorial-auditorium-spartanburg-sc-usa.html
1994,October 31, 1994,Glens Falls Civic Center Glens Falls,"Falls, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-31-1994-glens-falls-civic-center-glens-falls-ny-usa.html
1994,October 31, 1994,Glens,"Falls, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-october-31-1994-glens-falls-civic-center-glens-falls-ny-usa.html
1994,November 2, 1994,Bangor Auditorium Bangor,"Bangor, ME",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-02-1994-bangor-auditorium-bangor-me-usa.html
1994,November 2, 1994,02 1994 Bangor Auditorium,"Bangor, ME",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-02-1994-bangor-auditorium-bangor-me-usa.html
1994,November 3, 1994,Mullins Center University Of Massachusetts Amherst,"Amherst, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-03-1994-mullins-center-university-of-massachusetts-amherst-ma-usa.html
1994,November 3, 1994,"Mullins Center, University Of Massachusetts","Amherst, MA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-03-1994-mullins-center-university-of-massachusetts-amherst-ma-usa.html
1994,November 4, 1994,Onondaga War Memorial Auditorium Syracuse,"Syracuse, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-04-1994-onondaga-war-memorial-auditorium-syracuse-ny-usa.html
1994,November 4, 1994,Onondaga War Memorial Auditorium,"Syracuse, NY",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-04-1994-onondaga-war-memorial-auditorium-syracuse-ny-usa.html
1994,November 12, 1994,Mac Center Kent State University Kent,"Kent, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-12-1994-mac-center-kent-state-university-kent-oh-usa.html
1994,November 12, 1994,MAC Center,"Kent, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-12-1994-mac-center-kent-state-university-kent-oh-usa.html
1994,November 13, 1994,Warner Theatre Erie,"Erie, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-13-1994-warner-theatre-erie-pa-usa.html
1994,November 13, 1994,Warner Theatre,"Erie, PA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-13-1994-warner-theatre-erie-pa-usa.html
1994,November 14, 1994,Devos Hall Grand Rapids,"Rapids, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-14-1994-devos-hall-grand-rapids-mi-usa.html
1994,November 14, 1994,DeVos Hall Grand,"Rapids, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-14-1994-devos-hall-grand-rapids-mi-usa.html
1994,November 16, 1994,Hill Auditorium University Of Michigan Ann Arbor,"Arbor, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-16-1994-hill-auditorium-university-of-michigan-ann-arbor-mi-usa.html
1994,November 16, 1994,"Hill Auditorium, University Of Michigan Ann","Arbor, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-16-1994-hill-auditorium-university-of-michigan-ann-arbor-mi-usa.html
1994,November 17, 1994,Hara Arena Dayton,"Dayton, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-17-1994-hara-arena-dayton-oh-usa.html
1994,November 17, 1994,Hara Arena,"Dayton, OH",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-17-1994-hara-arena-dayton-oh-usa.html
1994,November 18, 1994,Msu Auditorium Michigan State University East Lansing,"Lansing, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-18-1994-msu-auditorium-michigan-state-university-east-lansing-mi-usa.html
1994,November 18, 1994,"MSU Auditorium, Michigan State University East","Lansing, MI",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-18-1994-msu-auditorium-michigan-state-university-east-lansing-mi-usa.html
1994,November 19, 1994,Indiana University Auditorium Bloomington,"Bloomington, IN",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-19-1994-indiana-university-auditorium-bloomington-in-usa.html
1994,November 19, 1994,Indiana University Auditorium,"Bloomington, IN",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-19-1994-indiana-university-auditorium-bloomington-in-usa.html
1994,November 19, 1994,Parking Lot Indiana University Auditorium Bloomington,"Bloomington, IN",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-19-1994-parking-lot-indiana-university-auditorium-bloomington-in-usa.html
1994,November 19, 1994,"Parking Lot, Indiana University Auditorium","Bloomington, IN",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-19-1994-parking-lot-indiana-university-auditorium-bloomington-in-usa.html
1994,November 20, 1994,Dane County Coliseum Madison,"Madison, WI",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-20-1994-dane-county-coliseum-madison-wi-usa.html
1994,November 20, 1994,Dane County Coliseum,"Madison, WI",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-20-1994-dane-county-coliseum-madison-wi-usa.html
1994,November 22, 1994,Jesse Auditorium University Of Missouri Columbia,"Columbia, MO",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-22-1994-jesse-auditorium-university-of-missouri-columbia-mo-usa.html
1994,November 22, 1994,"Jesse Auditorium, University Of Missouri","Columbia, MO",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-22-1994-jesse-auditorium-university-of-missouri-columbia-mo-usa.html
1994,November 23, 1994,The Fox Theatre St Louis,"Louis, MO",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-23-1994-the-fox-theatre-st-louis-mo-usa.html
1994,November 23, 1994,The Fox Theatre St.,"Louis, MO",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-23-1994-the-fox-theatre-st-louis-mo-usa.html
1994,November 25, 1994,Uic Pavilion University Of Illinois Chicago,"Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-25-1994-uic-pavilion-university-of-illinois-chicago-il-usa.html
1994,November 25, 1994,"UIC Pavilion, University Of Illinois","Chicago, IL",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-25-1994-uic-pavilion-university-of-illinois-chicago-il-usa.html
1994,November 26, 1994,The Orpheum Theatre Minneapolis,"Minneapolis, MN",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-26-1994-the-orpheum-theatre-minneapolis-mn-usa.html
1994,November 26, 1994,The Orpheum Theatre,"Minneapolis, MN",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-26-1994-the-orpheum-theatre-minneapolis-mn-usa.html
1994,November 28, 1994,Field House Montana State University Bozeman,"Bozeman, MT",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-28-1994-field-house-montana-state-university-bozeman-mt-usa.html
1994,November 28, 1994,"Brick Breeden Fieldhouse, Montana State University","Bozeman, MT",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-28-1994-field-house-montana-state-university-bozeman-mt-usa.html
1994,November 30, 1994,Campus Recreation Center Evergreen College Olympia,"Olympia, WA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-30-1994-campus-recreation-center-evergreen-college-olympia-wa-usa.html
1994,November 30, 1994,"Campus Recreation Center, Evergreen College","Olympia, WA",/images/default-ticket.jpg,https://phish.net/setlists/phish-november-30-1994-campus-recreation-center-evergreen-college-olympia-wa-usa.html
1994,December 1, 1994,Salem Armory Salem,"Salem, OR",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-01-1994-salem-armory-salem-or-usa.html
1994,December 1, 1994,01 1994 Salem Armory,"Salem, OR",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-01-1994-salem-armory-salem-or-usa.html
1994,December 2, 1994,Recreation Hall University Of California Davis Davis,"Davis, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-02-1994-recreation-hall-university-of-california-davis-davis-ca-usa.html
1994,December 2, 1994,"Recreation Hall, University Of California-","Davis, CA",/images/default-ticket.jpg,https://phish.net/setlists/phish-december-02-1994-recreation-hall-university-of-california-davis-davis-ca-usa.html
